product_id,title,description,image_url,price_inr,category,pdp_url
9218580087034,Off White Butterfly Print Jersey T-Shirt ( T-Shirt),"This off white jersey t-shirt combines soft breathable fabric with butterfly graphic detailing that adds visual movement without overpowering the outfit. The relaxed silhouette, crew neckline, and smooth finishing create an easy everyday fit that feels light through long hours of wear. The softer off white base keeps the styling versatile while the graphic print introduces a cleaner expressive edge into casual streetwear outfits naturally. Add this t-shirt for laid-back statement styling.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/3_62e6ba6f-b304-45d0-9d96-24ea716da5c6.jpg?v=1780579168,1099.0,T-Shirt,https://powerlook.in/products/off-white-butterfly-print-jersey-t-shirt
9201253613818,Sage Striped T-Shirt ( T-Shirt),"Single jersey cotton in sage with a tonal stripe construction gives this t-shirt a colour and pattern combination that stays within a single green register. The stripe is not a contrasting second colour but a variation in shade within the sage palette, creating a surface with rhythm and depth without introducing colour conflict. Relaxed fit, crew neck, short sleeves. The sage base reads calm and earthy. Shop now for a striped t-shirt where the stripe and the colour are working as one rather than against each other.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1_8c6d8096-46cf-41c6-b3c3-a18690f16870.jpg?v=1780564883,1199.0,T-Shirt,https://powerlook.in/products/sage-striped-t-shirt
9180031090938,Beige Linen Crochet Patch Shirt ( Shirt),"Beige linen fabric carries this crochet patch shirt with the natural texture and breathability that the fibre is known for. A crochet patch adds a handcraft dimension that sits as a distinct material element on the linen surface. The two textures, woven linen and hand-worked crochet, create a surface conversation worth noticing. A regular cut and clean collar maintain the structure. Add to cart for a linen shirt where the patch earns its place.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/4_c0a4f45c-5bb3-450d-b6c1-1be532098e69.jpg?v=1780644046,1399.0,Shirt,https://powerlook.in/products/beige-linen-crochetpatch-shirt
9175414046970,Beige Linen Blend Embroidery Shirt ( Shirt),"Beige linen blend gives this embroidered shirt a warm, natural foundation that breathes well and softens with each wear. Embroidery adds a handcrafted layer of detail that earns closer attention. The fabric carries natural texture across the surface that flat weave cannot replicate. A regular collar and clean cut keep the structure grounded. Purchase this for a shirt that pairs craft with the kind of fabric that earns its place over time.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/3_b4c3bd00-7874-4244-8b80-f81bac397fc0.jpg?v=1778751413,1399.0,Shirt,https://powerlook.in/products/beige-linen-blend-embroidery-shirt
9146084851962,Onion Linen Blend Structured Shirt ( Shirt),"Linen blend fabric in onion pink with a structured construction gives this shirt a colour that most men have not tried and find immediately wearable once they do. Onion pink sits between blush and dusty rose, a desaturated warm pink that reads sophisticated rather than sweet. Standard collar, long sleeves, regular fit. The linen blend adds breathability and slight surface texture to the structured base. Add to cart for a linen blend shirt in a colour that opens up your pairing options.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1517121.jpg?v=1779521432,1299.0,Shirt,https://powerlook.in/products/onion-linen-blend-strucutured-shirt
9098869571834,Cream Embroidered Lightweight Shirt 100% Cotton ( Shirt),Add this POWERLOOK shirt to your collection that brings quiet detail into everyday styling with comfort Lightweight cotton fabric shapes this cream shirt with a breathable and airy feel. The relaxed fit allows easy movement while maintaining a clean silhouette. Subtle embroidery adds refined detail without overwhelming the design. The soft tone keeps it versatile across settings. Durable stitching ensures long-lasting wear. It feels calm yet elevated. .,https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1475321_d5a855f1-f2cb-45f5-8002-351cdce191d1.jpg?v=1776160962,1299.0,Shirt,https://powerlook.in/products/cream-embroidered-lightweight-shirt
9034962698490,Green & Beige Flannel Checks Shirt ( Shirt),"The brushed flannel texture feels warm and soft, while the green-beige checks keep it earthy and grounded. Ideal for layering or wearing solo, it’s the kind of shirt that makes even simple jeans look rocking.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1_377e8406-519c-46b0-9b39-db5b57d89808.jpg?v=1772460343,1099.0,Shirt,https://powerlook.in/products/green-beige-flannel-checks-shirt-1
8959930171642,Off-White Structure Stripe High Neck T-Shirt ( T-Shirt),"A pure restraint mastery designed for understated sophistication. This off-white high neck sweater features structured stripes that elongate the form. Soft, stretch-knit fabric ensures warmth and comfort, while its clean silhouette makes it a versatile essential; perfect for layering under coats or wearing solo with denim.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/6_3dc4a35c-64d8-4297-a240-8e5e25d439c0.jpg?v=1760789552,1399.0,T-Shirt,https://powerlook.in/products/off-white-structure-stripe-high-neck-t-shirt
8931015327994,Mid Grey Washed Denim Shirt 100% Cotton ( Shirt),"An everyday essential with a rugged edge. Made from mid-grey washed denim, this shirt has a structured yet supple hand feel. The minimalist detailing keeps it clean and versatile enough to wear solo or layered under a jacket.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1_27bacba1-ad23-4994-8c62-057490225224.jpg?v=1761305016,899.0,Shirt,https://powerlook.in/products/mid-grey-washed-denim-shirt
9146084425978,Yellow Linen Blend Structured Shirt ( Shirt),"Heavy jersey cotton in bottle green with a basketball graphic placed at the chest gives this t-shirt a sport reference that does not read as activewear. The bottle green base is deep and specific, a forest-adjacent green that is saturated without being bright. The basketball graphic sits as a singular design element against that deep base. Oversized fit, dropped shoulder, crew neck. This Powerlook t-shirt uses colour to elevate a familiar graphic into something more considered.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1516921_44309a9f-11f2-4630-a71e-c9207be31ff6.jpg?v=1779521716,1299.0,Shirt,https://powerlook.in/products/yellow-linen-blend-strucutured-shirt
9124154736890,Multicolour Boxy Fit T-Shirt 100% Cotton ( T-Shirt),"A relaxed, boxy silhouette introduces modern streetwear proportions that allow for comfortable movement. Abstract colour transitions across the surface add expressive visual depth. Breathable cotton construction keeps the fabric soft through daily wear. Ribbed crew neckline maintains shape. Durable stitching strengthens the structure. Buy this multicoloured t shirt from POWERLOOK now, to amp up your streetwear collection",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/3_f789a75a-c391-41e5-8942-2713b01128c0.jpg?v=1775460337,999.0,T-Shirt,https://powerlook.in/products/multicolour-boxy-fit-t-shirt
8999960838394,Dark Blue Lightweight Stripe Shirt 100% Cotton ( Shirt),"Designed for movement and ease. This dark blue striped shirt is cut from a lightweight fabric that drapes smoothly and feels airy on the body. The narrow stripes create a sleek visual flow, making it a great option for warm days or layering under jackets. Understated, comfortable, and effortlessly refined.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/5_f3bad171-795f-4ad8-bfcc-e6f6cb5aa68e.jpg?v=1764237775,1299.0,Shirt,https://powerlook.in/products/dark-blue-lightweight-stripe-shirt
8975236563194,Dark Blue Cotton Stripe Shirt ( Shirt),"This dark blue cotton shirt balances clean vertical lines with a soft, breathable fabric that feels good all day. It’s the kind of shirt that works for office hours and after-hours. Just switch the bottoms and you’re sorted for couple of days.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/5_15594fd0-1b1e-40e4-a87d-d18fe423658a.jpg?v=1762521332,899.0,Shirt,https://powerlook.in/products/dark-blue-cotton-stripe-shirt
8957377609978,Vivid Blue Linen Blend Shirt ( Shirt),"This elegant long-sleeve shirt is crafted from a lightweight and breathable blend of linen and cotton. Bright, breezy, and born for the spotlight. This Vivid Blue Linen Blend Shirt pairs a striking hue with the relaxed comfort of linen. Lightweight yet confident, it’s the shirt version of good vibes — best worn under open skies or city lights.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/5_6883dd98-864d-4002-8012-2f817fbf99af.jpg?v=1760532158,999.0,Shirt,https://powerlook.in/products/vivid-blue-linen-blend-shirt
8895067619578,Yellow Structured Checks Buttondown Shirt ( Shirt),"Showcasing a bold grid pattern in sunlit yellow and off-white, this shirt is designed in a soft brushed cotton fabric for comfort and structure. The button-down collar and full sleeves add a refined touch, while the check pattern lends it a versatile casual appeal. Style it with denim or chinos for a vibrant everyday look.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1364221_3.jpg?v=1760619159,999.0,Shirt,https://powerlook.in/products/yellow-structured-checks-buttondown-shirt
8843215634682,Blue Brushed Checked Shirt ( Shirt),"Classic, but with blue depth. The brushed finish on this checkered shirt gives it a soft, worn-in vibe, like itâ€™s already have a few stories to tell. Designed for easy layering and even easier styling. Button it up or throw it over a tee - either way, it holds its cool.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1352121_8.jpg?v=1755937985,499.0,Shirt,https://powerlook.in/products/blue-brushed-checked-shirt
8843207213306,Black Contrast Detail Baggy Jeans ( Bottom),Slayed by the rebels and admired by everyone. These black baggy jeans feature contrast stitch detailing that turns minimal design into a statement. The roomy silhouette brings you comfort with an edge; a perfect blend of cool attitude and serious slay mode.,https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1390650_6.jpg?v=1755938038,1199.0,Bottom,https://powerlook.in/products/black-contrast-detail-baggy-jeans
8843159961850,Ice Blue Washed Baggy Jeans ( Bottom),"Ice blue and always cool. These baggy-fit jeans bring a fresh take on denim. The light color gives off a laid-back vibe, while the fit ensures youâ€™re always comfortable. Whether itâ€™s a quick hangout or a casual day out, these jeans add just the right touch.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1322650_4.jpg?v=1755938664,1499.0,Bottom,https://powerlook.in/products/ice-blue-washed-baggy-jeans
9180031156474,Light Brown Embroidered Shirt ( Shirt),"Light brown gives this embroidered shirt an earthy, warm foundation that sits softly across skin tones and occasions alike. The embroidery adds handcrafted thread detail to a shirt that is clean and considered at its core. Fabric is mid-weight with a breathable construction and natural drape. The regular collar and clean cut maintain the shirt's familiar structure. Get this for a shirt where warmth is built into both the colour and the craft.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/5_e8ed3189-2fc3-4f94-b681-31b5cd74ca43.jpg?v=1779356619,1199.0,Shirt,https://powerlook.in/products/light-brown-embroidered-shirt
9150350917882,White Typography Print Stripe Shirt 100% Cotton ( Shirt),"Fine cotton in white with a typography print and stripe combination gives this shirt two layers of graphic information across the same surface. The stripe provides a vertical rhythm to the cloth and the typography print adds a secondary graphic element that references text or lettering as a design motif. Regular collar, long sleeves, regular fit. The white base keeps both elements legible and prevents the surface from becoming visually congested. Add to cart for a POWERLOOK shirt that uses graphic language without losing its structure.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/3_deab8e4c-8e30-417c-9edb-ee8de8621ed9.jpg?v=1776855359,1299.0,Shirt,https://powerlook.in/products/white-typography-print-stripe-shirt
9002767909114,Tan Brown Corduroy Buttondown Shirt 100% Cotton ( Shirt),"As the seasons shift, this Tan Brown Corduroy casual-fit shirt is your go-to for enjoying transitional weather in style. Rich in texture and warm in tone, this corduroy shirt brings old-school charm with a modern fit. The tan brown shade adds depth, while the soft ribbed fabric keeps it comfortable all day.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/5_1c4bf232-947d-4a96-8d38-b408ac996da5.jpg?v=1767359640,1299.0,Shirt,https://powerlook.in/products/tan-brown-corduroy-buttondown-shirt
8942370554106,White Double Cloth Shirt 100% Cotton ( Shirt),"This white double-cloth shirt brings a breezy, textured charm that feels luxe while the double cloth softness brings a cloud-like feel. The airy weave keeps things cool and relaxed, while the clean silhouette makes it an instant wardrobe favourite. Perfect for rooftop brunches, late-night long drives, and every moment you want to feel effortlessly put-together.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1379321_2_2354cca4-c2de-45c4-b9b0-edd4917fe9aa.jpg?v=1759484474,1299.0,Shirt,https://powerlook.in/products/white-double-cloth-shirt
8843201085690,Grey Jacquard Half Sleeves Knit Polo T-Shirt 100% Cotton ( T-Shirt),"Minimal but textured in all the right ways. This grey jacquard polo features an intricate knit that adds depth without doing the most. Crafted from premium cotton fabric, this regular fit polo offers unparalleled comfort and style. Pair with trousers or relaxed denims and you’re set.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/1357310_5.jpg?v=1755938107,449.0,T-Shirt,https://powerlook.in/products/grey-jacquard-half-sleeves-knit-polo-t-shirt
8843171528954,Black Rib Knit Cuban Shirt ( Shirt),"Old-school Cuban ease meets modern-day rhythm in this Black Rib Knit Cuban Shirt. A button-down style with a soft drape and defined rib texture, it offers a put-together look thatâ€™s still laid-back. The sleek black tone works like a blank canvasâ€”ready to layer, style, or own solo.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/2_1514_304.jpg?v=1755938538,1099.0,Shirt,https://powerlook.in/products/black-rib-knit-cuban-shirt
8843169759482,Black Geometric Knit Polo T-Shirt 100% Cotton ( T-Shirt),"Bold, rhythmic, and unapologetically loud, this Black Geometric Knit Polo T-Shirt is not for blending in. The punchy monochrome pattern paired with a structured polo cut brings graphic energy to your wardrobe. It's a shout-out to visual thinkers, late-night explorers, and style rebels who like clean lines with wild hearts.",https://cdn.shopify.com/s/files/1/0750/2685/8234/files/4_1068_312.jpg?v=1755938550,799.0,T-Shirt,https://powerlook.in/products/black-geometric-knit-polo-t-shirt
